Data Zone,Local Authority Code,Health domain 2012 rank,Health domain 2012 score1,"Standardised mortality ratio (ISD, 2007-2010) ","Comparative illness factor: standardised ratio (DWP, 2011)2","Hospital stays related to alcohol misuse: standardised ratio
(ISD, 2007-2010)","Hospital stays related to drug misuse: standardised ratio 
(ISD, 2007-2010)","Emergency stays in hospital: standardised ratio 
(ISD, 2007-2010)","Estimated proportion of population being prescribed drugs for anxiety, depression or psychosis 
(ISD, 2010)","Proportion of live singleton births of low birth weight
(ISD, 2006-2009)",,Notes
S01002117,230,"3,479",-0.10,83,80,140,252,78,0.11,0.07,,
S01002118,230,"1,343",0.73,119,170,235,181,113,0.1,0.07,,
S01002119,230,"2,631",0.21,122,70,85,146,105,0.1,0.08,,
S01002120,230,"6,419",-1.76,33,35,12,0,49,0.08,0.07,,
S01002121,230,"3,488",-0.10,90,70,29,210,96,0.1,0.07,,
S01002122,230,"6,191",-1.37,106,65,7,0,54,0.07,0,,
S01002123,230,"6,230",-1.41,55,50,16,0,55,0.08,0,,
S01002124,230,"5,182",-0.74,50,45,20,53,78,0.09,0.04,,
S01002125,230,"4,282",-0.39,109,110,48,25,75,0.08,0.02,,
S01002126,230,"5,082",-0.70,69,40,52,0,74,0.1,0.08,,
S01002127,230,"4,230",-0.37,95,70,69,99,77,0.08,0.03,,
S01002128,230,"6,312",-1.54,38,30,53,70,48,0.08,0,,
S01002129,230,"1,940",0.48,112,155,234,312,96,0.09,0.04,,
S01002130,230,"6,264",-1.46,50,30,26,0,54,0.1,0,,
S01002131,230,"3,664",-0.17,86,75,148,106,80,0.1,0,,
S01002132,230,"4,073",-0.31,71,70,90,0,89,0.09,0,,
S01002133,230,"6,092",-1.27,64,60,60,29,49,0.08,0.02,,
S01002134,230,"5,561",-0.93,72,30,54,0,68,0.08,0.06,,
S01002135,230,"6,076",-1.26,59,25,20,0,65,0.06,0.07,,
S01002136,230,"6,227",-1.41,67,35,71,0,49,0.08,0.03,,
S01002137,230,"4,761",-0.57,41,80,89,56,73,0.08,0.03,,
S01002138,230,"1,687",0.58,111,150,102,122,122,0.08,0.13,,
S01002139,230,"6,265",-1.46,47,20,36,0,55,0.09,0.06,,
S01002140,230,"2,448",0.28,80,105,130,214,107,0.08,0.08,,
S01002141,230,"4,774",-0.57,97,60,43,0,77,0.08,0.04,,
S01002142,230,"5,449",-0.87,60,70,15,0,74,0.08,0,,
S01002143,230,"3,948",-0.27,74,105,72,0,87,0.09,0,,
S01002144,230,"6,101",-1.28,53,40,13,0,64,0.07,0,,
S01002145,230,"6,375",-1.64,55,45,27,46,44,0.06,0.02,,
S01002146,230,"5,893",-1.14,62,55,71,0,54,0.09,0.06,,
S01002147,230,"3,274",-0.02,79,135,57,27,95,0.08,0.11,,
S01002148,230,"6,296",-1.51,71,30,17,0,54,0.07,0,,
S01002149,230,"1,388",0.71,125,150,215,118,119,0.09,0.08,,
S01002150,230,"5,096",-0.71,77,35,53,48,72,0.09,0.02,,
S01002151,230,"4,005",-0.29,130,130,105,69,66,0.09,0.07,,
S01002152,230,"5,828",-1.09,73,35,38,22,62,0.07,0,,
S01002153,230,"5,505",-0.90,79,35,28,0,67,0.1,0.21,,
S01002154,230,"1,547",0.64,137,135,130,77,128,0.08,0.03,,
S01002155,230,"1,325",0.73,143,140,222,292,116,0.09,0.06,,
S01002156,230,"6,475",-1.96,16,25,65,114,34,0.06,0,,
S01002157,230,"6,482",-2.02,34,20,16,0,44,0.07,0,,
S01002158,230,"6,442",-1.82,44,20,41,0,45,0.07,0.02,,
S01002159,230,"3,048",0.06,127,60,130,24,100,0.08,0.04,,
S01002160,230,"2,229",0.36,109,170,129,141,98,0.09,0.04,,
S01002161,230,"2,055",0.43,84,55,404,505,110,0.07,0.05,,
S01002162,230,"4,027",-0.29,47,105,45,68,88,0.08,0.07,,
S01002163,230,"4,714",-0.55,101,85,116,86,62,0.09,0.02,,
S01002164,230,"2,128",0.40,99,100,164,103,114,0.08,0.09,,
S01002165,230,"5,546",-0.92,59,50,43,0,67,0.08,0.05,,
S01002166,230,"6,432",-1.79,44,20,16,22,49,0.06,0.06,,
S01002167,230,"2,422",0.29,106,100,86,40,116,0.1,0,,
S01002168,230,"4,170",-0.34,79,115,124,46,75,0.06,0,,
S01002169,230,"6,267",-1.47,68,45,26,0,52,0.06,0,,
S01002170,230,"1,384",0.71,114,160,119,200,126,0.08,0.16,,
S01002171,230,"3,843",-0.24,77,75,49,410,80,0.1,0.09,,
S01002172,230,"4,419",-0.44,93,60,42,0,82,0.1,0.08,,
S01002173,230,"4,377",-0.42,69,100,67,70,78,0.06,0,,
S01002174,230,"5,892",-1.14,35,65,79,59,55,0.06,0.06,,
S01002175,230,"5,139",-0.73,97,50,91,50,62,0.09,0.04,,
S01002176,230,"2,831",0.13,112,70,116,81,100,0.08,0.15,,
S01002177,230,"6,381",-1.65,60,25,14,0,53,0.06,0.04,,
S01002178,230,"5,545",-0.92,74,55,51,0,65,0.06,0.08,,
S01002179,230,"5,621",-0.96,46,40,50,0,68,0.1,0,,
S01002180,230,"6,018",-1.22,89,15,21,60,64,0.06,0,,
S01002181,230,"3,838",-0.23,102,75,96,0,86,0.09,0.02,,
S01002182,230,"6,466",-1.91,39,35,35,0,38,0.07,0.03,,
S01002183,230,"4,041",-0.30,72,75,120,14,81,0.09,0.04,,
S01002184,230,"5,842",-1.10,53,40,20,0,69,0.07,0,,
S01002185,230,"1,212",0.79,121,140,274,36,126,0.1,0.11,,
S01002186,230,"6,452",-1.85,42,20,35,42,40,0.08,0.04,,
S01002187,230,"6,495",-2.22,48,20,11,0,34,0.06,0.05,,
S01002188,230,"5,973",-1.19,64,45,20,0,64,0.06,0,,
S01002189,230,"2,545",0.24,164,65,155,78,101,0.08,0.06,,
S01002190,230,"6,145",-1.32,35,35,55,30,56,0.07,0,,
S01002191,230,723,1.06,136,180,178,289,141,0.1,0.05,,
S01002192,230,"3,052",0.06,69,125,90,268,93,0.08,0.03,,
S01002193,230,"6,274",-1.48,63,45,7,61,54,0.06,0.03,,
S01002194,230,"3,458",-0.09,88,115,71,31,91,0.08,0.03,,
S01002195,230,"3,813",-0.23,100,100,81,25,86,0.06,0,,
S01002196,230,"5,192",-0.75,71,40,128,40,65,0.07,0.08,,
S01002197,230,"3,915",-0.26,73,80,157,98,76,0.09,0.04,,
S01002198,230,"3,500",-0.10,104,65,156,54,86,0.08,0.03,,
S01002199,230,"6,077",-1.26,51,50,50,17,53,0.07,0.09,,
S01002200,230,"6,269",-1.47,78,40,13,28,53,0.06,0,,
S01002201,230,"5,724",-1.03,64,40,28,40,64,0.07,0.06,,
S01002202,230,"5,852",-1.11,80,20,52,45,62,0.06,0.05,,
S01002203,230,"6,417",-1.75,33,20,34,0,50,0.07,0,,
S01002204,230,"1,689",0.58,98,140,220,157,115,0.1,0,,
S01002205,230,"3,931",-0.26,102,45,129,129,83,0.06,0.06,,
S01002206,230,"4,113",-0.32,104,60,44,88,83,0.08,0.07,,
S01002207,230,"5,397",-0.85,76,55,30,50,66,0.08,0.03,,
S01002208,230,"6,443",-1.82,89,15,45,0,41,0.07,0,,
S01002209,230,"5,792",-1.07,95,60,55,0,54,0.09,0.06,,
S01002210,230,"6,390",-1.67,95,15,16,0,51,0.06,0.04,,
S01002211,230,339,1.39,148,205,254,460,151,0.11,0.13,,
S01002212,230,"1,634",0.60,108,180,201,57,109,0.1,0.11,,
S01002213,230,"4,036",-0.30,70,80,41,63,89,0.08,0.04,,
S01002214,230,"6,406",-1.73,61,25,28,0,46,0.07,0.03,,
S01002215,230,"4,395",-0.43,114,105,107,0,73,0.06,0,,
S01002216,230,"3,091",0.05,125,120,109,60,85,0.09,0.06,,
S01002217,230,"3,726",-0.19,135,150,135,67,67,0.08,0.06,,
S01002218,230,"6,433",-1.79,28,30,20,0,46,0.08,0.15,,
S01002219,230,"4,747",-0.56,76,40,133,0,80,0.06,0,,
S01002220,230,"6,152",-1.33,48,30,20,0,64,0.06,0,,
S01002221,230,"2,744",0.17,98,95,162,66,98,0.08,0.06,,
S01002222,230,"5,815",-1.08,66,30,36,82,64,0.06,0,,
S01002223,230,"5,994",-1.21,101,30,19,0,61,0.07,0.04,,
S01002224,230,"5,949",-1.18,52,45,25,0,65,0.06,0,,
S01002225,230,"5,744",-1.03,40,50,66,55,59,0.07,0.13,,
S01002226,230,"4,221",-0.36,76,35,166,14,86,0.07,0.02,,
S01002227,230,991,0.90,139,180,145,447,121,0.11,0.16,,
S01002228,230,"3,611",-0.14,85,85,106,29,86,0.1,0.03,,
S01002229,230,"5,706",-1.01,70,55,28,0,67,0.06,0,,
S01002230,230,"5,898",-1.14,65,60,51,0,57,0.07,0.02,,
S01002231,230,"6,201",-1.38,79,55,3,27,58,0.07,0,,
S01002232,230,"1,872",0.50,84,140,121,149,121,0.1,0,,
S01002233,230,"1,714",0.57,124,120,191,110,115,0.08,0.14,,
S01002234,230,"3,544",-0.12,83,85,159,135,80,0.09,0.05,,
S01002235,230,"5,127",-0.72,96,55,82,36,63,0.08,0.07,,
S01002236,230,"1,527",0.65,160,130,75,149,127,0.1,0.03,,
S01002237,230,"4,431",-0.44,100,115,41,0,74,0.1,0.04,,
S01002238,230,418,1.31,119,130,390,330,162,0.11,0,,
S01002239,230,233,1.55,200,215,306,483,154,0.11,0.14,,
S01002240,230,"1,900",0.49,103,135,273,127,104,0.08,0.11,,
S01002241,230,"1,412",0.70,96,145,221,115,124,0.1,0.04,,
S01002242,230,"5,148",-0.73,69,55,29,30,77,0.06,0,,
S01002243,230,"4,339",-0.41,76,50,107,69,77,0.08,0.09,,
S01002244,230,"5,136",-0.73,88,60,78,178,59,0.09,0.11,,
S01002245,230,"5,808",-1.08,51,85,24,18,60,0.07,0.04,,
S01002246,230,"3,042",0.06,98,115,116,14,93,0.09,0.06,,
S01002247,230,"1,231",0.78,113,140,166,524,122,0.1,0.11,,
S01002248,230,"5,329",-0.81,90,75,75,0,62,0.08,0.02,,
S01002249,230,"1,933",0.48,89,170,92,74,118,0.09,0.07,,
S01002250,230,"6,192",-1.37,56,50,33,0,50,0.1,0.09,,
S01002251,230,"6,164",-1.34,60,45,0,0,67,0.08,0,,
S01002252,230,"5,617",-0.96,58,60,38,161,59,0.08,0.07,,
S01002253,230,"1,799",0.53,106,155,77,158,118,0.1,0.08,,
S01002254,230,"3,205",0.01,109,85,173,52,85,0.08,0.11,,
S01002255,230,"2,967",0.09,106,145,137,102,84,0.08,0.06,,
S01002256,230,"6,215",-1.39,65,40,112,0,47,0.07,0.05,,
S01002257,230,"3,620",-0.15,64,65,67,118,94,0.1,0.03,,
S01002258,230,"2,274",0.35,107,100,115,56,113,0.09,0.11,,
S01002259,230,"4,576",-0.49,63,45,62,42,80,0.1,0.04,,
S01002260,230,"5,880",-1.13,70,25,21,34,65,0.06,0.14,,
S01002261,230,"3,489",-0.10,129,95,93,0,83,0.1,0.14,,
S01002262,230,"5,234",-0.76,70,50,46,0,73,0.07,0.06,,
S01002263,230,"6,115",-1.29,56,45,20,0,61,0.06,0,,
S01002264,230,"2,660",0.20,98,55,261,115,98,0.1,0.04,,
S01002265,230,"1,492",0.66,114,195,179,123,107,0.11,0.14,,
S01002266,230,"2,065",0.43,134,105,216,82,104,0.09,0.07,,
S01002267,230,"1,859",0.51,110,140,72,244,114,0.12,0.06,,
S01002268,230,"5,738",-1.03,61,45,14,86,66,0.06,0.11,,
S01002269,230,"3,835",-0.23,98,80,59,0,90,0.08,0.08,,
S01002270,230,"2,865",0.12,124,145,88,131,86,0.09,0.07,,
S01002271,230,"4,968",-0.65,67,65,27,35,74,0.09,0.07,,
S01002272,230,"5,223",-0.76,89,30,17,29,77,0.09,0.1,,
S01002273,230,"1,928",0.48,90,80,200,388,115,0.1,0.04,,
S01002274,230,"2,037",0.44,101,155,104,305,106,0.1,0.03,,
S01002275,230,"1,295",0.75,109,190,193,54,117,0.12,0.1,,
S01002276,230,"6,451",-1.85,39,25,25,0,46,0.06,0.05,,
S01002277,230,454,1.28,146,125,196,388,162,0.11,0.11,,
S01002278,230,495,1.24,123,190,287,514,138,0.13,0.09,,
S01002279,230,297,1.44,153,235,241,456,150,0.13,0.08,,
S01002280,230,"5,806",-1.07,62,40,19,0,66,0.09,0.05,,
S01002281,230,729,1.06,161,140,157,588,134,0.13,0.11,,
S01002282,230,686,1.09,170,60,375,323,141,0.14,0.08,,
S01002283,230,"5,653",-0.98,85,50,42,0,62,0.09,0,,
S01002284,230,"2,275",0.35,308,115,84,11,99,0.1,0.06,,
S01002285,230,504,1.23,168,160,243,292,147,0.1,0.1,,
S01002286,230,"3,231",0.00,203,75,48,20,92,0.09,0.08,,
S01002287,230,"6,014",-1.22,51,50,49,67,53,0.08,0.03,,
S01002288,230,"2,525",0.25,155,130,84,103,94,0.1,0.03,,
S01002289,230,661,1.11,123,210,189,261,139,0.1,0.16,,
S01002290,230,888,0.96,174,125,250,605,119,0.11,0.21,,
S01002291,230,314,1.42,175,170,317,575,146,0.14,0.08,,
S01002292,230,"1,108",0.83,131,155,215,245,123,0.1,0.06,,
S01002293,230,"3,191",0.01,61,80,97,56,99,0.11,0.06,,
S01002294,230,"4,735",-0.56,103,55,32,0,79,0.09,0.04,,
S01002295,230,"6,181",-1.36,46,50,20,0,58,0.06,0.05,,
S01002296,230,"3,064",0.05,67,15,183,382,107,0.13,0.06,,
S01002297,230,"2,485",0.26,88,130,91,89,104,0.1,0.09,,
S01002298,230,"5,585",-0.94,72,30,40,55,65,0.09,0.04,,
S01002299,230,"5,440",-0.87,58,55,37,0,72,0.06,0.05,,
S01002300,230,"6,213",-1.39,64,50,0,38,58,0.08,0.17,,
S01002301,230,"3,751",-0.21,54,135,49,52,82,0.12,0.07,,
S01002302,230,575,1.17,138,155,168,185,154,0.12,0.06,,
S01002303,230,"1,072",0.85,138,145,116,117,134,0.11,0.18,,
S01002304,230,"3,118",0.04,101,100,95,111,89,0.1,0.06,,
S01002305,230,571,1.17,194,155,223,376,143,0.1,0.03,,
S01002306,230,"2,073",0.42,87,40,228,561,117,0.1,0.08,,
S01002307,230,"4,570",-0.49,96,70,52,50,71,0.1,0.06,,
S01002308,230,"5,781",-1.06,49,55,40,48,59,0.09,0.02,,
S01002309,230,934,0.94,104,115,224,271,142,0.11,0.07,,
S01002310,230,224,1.57,139,240,404,430,161,0.1,0.05,,
S01002311,230,"6,253",-1.44,45,40,29,0,56,0.06,0,,
S01002312,230,596,1.16,122,135,215,398,153,0.11,0.06,,
S01002313,230,"6,151",-1.33,46,35,46,204,50,0.09,0.03,,
S01002314,230,"5,041",-0.68,68,60,33,50,72,0.09,0.03,,
S01002315,230,"5,249",-0.77,103,40,11,45,76,0.09,0,,
S01002316,230,"6,379",-1.65,102,40,9,0,47,0.08,0,,
S01002317,230,"2,085",0.42,198,245,92,75,88,0.1,0.03,,
S01002318,230,"1,410",0.70,133,135,239,165,115,0.1,0.07,,
S01002319,230,933,0.94,103,225,118,175,135,0.11,0.13,,
S01002320,230,"4,821",-0.59,74,35,24,94,84,0.09,0,,
S01002321,230,91,1.87,138,195,511,615,184,0.11,0.11,,
S01002322,230,"3,146",0.03,86,60,173,233,89,0.09,0.1,,
S01002323,230,"3,501",-0.10,70,65,98,85,93,0.09,0.07,,
S01002324,230,369,1.36,171,165,150,351,161,0.12,0.11,,
S01002325,230,"1,778",0.53,82,185,118,63,115,0.11,0.08,,
S01002326,230,"1,807",0.52,132,135,100,97,114,0.1,0.13,,
S01002327,230,"4,674",-0.53,89,50,61,24,79,0.07,0,,
S01002328,230,"4,511",-0.47,89,45,75,29,81,0.07,0.02,,
S01002329,230,"4,668",-0.53,78,50,61,106,76,0.07,0.05,,
S01002330,230,"3,890",-0.25,77,75,62,33,92,0.07,0.02,,
S01002331,230,"3,449",-0.08,122,75,56,73,96,0.07,0,,
S01002332,230,"5,957",-1.18,96,30,10,0,66,0.07,0.04,,
S01002333,230,"6,297",-1.51,30,35,40,0,53,0.07,0.05,,
S01002334,230,"6,086",-1.27,59,40,26,0,59,0.07,0.04,,
S01002335,230,"3,902",-0.25,80,65,92,51,88,0.07,0.02,,
S01002336,230,"5,604",-0.95,64,30,82,0,68,0.07,0,,
S01002337,230,"6,027",-1.23,82,45,23,27,56,0.07,0.03,,
S01002338,230,"1,757",0.54,114,75,239,174,120,0.07,0.16,,
S01002339,235,"2,125",0.41,122,65,168,0,133,0.06,0.08,,
S01002340,235,"3,569",-0.13,70,60,105,0,107,0.06,0.07,,
S01002341,235,"4,628",-0.51,108,55,74,0,78,0.07,0,,
S01002342,235,"2,373",0.31,113,95,282,79,102,0.07,0,,
S01002343,235,"1,395",0.70,197,60,298,0,140,0.08,0,,
S01002344,235,"1,562",0.64,130,55,226,0,145,0.09,0.05,,
S01002345,235,"1,905",0.49,134,70,205,0,128,0.09,0.06,,
S01002346,235,"2,825",0.14,137,85,144,0,104,0.08,0,,
S01002347,235,"4,107",-0.32,51,85,120,0,88,0.08,0,,
S01002348,235,"3,718",-0.19,99,105,94,0,79,0.12,0.06,,
S01002349,235,"2,922",0.10,113,110,129,27,92,0.09,0.07,,
S01002350,235,"3,181",0.02,127,100,109,32,91,0.08,0,,
S01002351,235,"3,178",0.02,117,105,127,0,92,0.08,0.07,,
S01002352,235,"2,966",0.09,87,110,143,0,100,0.1,0,,
S01002353,235,"2,802",0.15,122,85,73,0,105,0.12,0.11,,
S01002354,235,"3,762",-0.21,80,70,116,31,81,0.12,0.05,,
S01002355,235,"2,156",0.40,80,110,154,66,110,0.12,0.11,,
S01002356,235,"1,592",0.62,104,140,258,123,108,0.12,0.09,,
S01002357,235,"2,772",0.16,111,80,187,34,94,0.12,0,,
S01002358,235,"2,957",0.09,116,80,93,42,100,0.1,0,,
S01002359,235,"2,223",0.36,105,155,209,72,92,0.12,0.03,,
S01002360,235,"2,563",0.24,61,100,281,41,97,0.12,0.04,,
S01002361,235,"1,589",0.62,188,65,131,0,137,0.12,0.03,,
S01002362,235,"2,047",0.43,130,80,99,79,118,0.12,0.04,,
S01002363,235,"2,958",0.09,72,85,112,42,99,0.12,0.06,,
S01002364,235,"1,490",0.66,68,75,272,99,134,0.12,0.08,,
S01002365,235,"3,714",-0.19,87,75,115,0,86,0.12,0,,
S01002366,235,"2,507",0.25,139,75,124,31,104,0.12,0.03,,
S01002367,235,"2,875",0.12,118,110,165,0,90,0.12,0.04,,
S01002368,235,"3,734",-0.20,70,95,136,0,82,0.12,0.03,,
S01002369,235,"3,173",0.02,71,75,192,116,91,0.1,0,,
S01002370,235,"2,644",0.21,113,90,130,40,101,0.1,0.06,,
S01002371,235,"5,112",-0.71,71,70,42,0,69,0.12,0,,
S01002372,235,"3,262",-0.01,79,125,118,0,92,0.1,0.04,,
S01002373,235,"3,027",0.07,140,70,54,0,108,0.1,0.05,,
S01002374,235,"3,814",-0.23,83,90,116,40,78,0.11,0,,
S01002375,240,"2,699",0.19,104,150,63,25,106,0.08,0.03,,
S01002376,240,"3,654",-0.16,104,100,45,0,89,0.1,0.12,,
S01002377,240,"1,156",0.81,123,155,110,122,141,0.08,0.06,,
S01002378,240,"4,692",-0.54,69,40,64,0,82,0.1,0.04,,
S01002379,240,"4,048",-0.30,84,95,17,0,93,0.1,0.11,,
S01002380,240,"3,913",-0.26,82,85,38,30,87,0.1,0.09,,
S01002381,240,"2,757",0.16,99,110,80,27,104,0.1,0.07,,
S01002382,240,"2,018",0.44,126,150,60,130,113,0.1,0.05,,
S01002383,240,"6,206",-1.38,14,25,23,0,61,0.1,0.17,,
S01002384,240,"5,665",-0.99,60,50,35,0,64,0.1,0.03,,
S01002385,240,"2,607",0.22,109,120,171,0,104,0.09,0,,
S01002386,240,"4,851",-0.60,68,80,10,0,87,0.1,0,,
S01002387,240,"5,666",-0.99,56,55,26,0,65,0.1,0.05,,
S01002388,240,"6,303",-1.52,27,35,16,0,56,0.1,0,,
S01002389,240,"6,196",-1.38,45,40,19,0,57,0.1,0,,
S01002390,240,"4,820",-0.59,120,90,21,24,69,0.1,0.05,,
S01002391,240,"5,246",-0.77,62,65,26,0,70,0.12,0.05,,
S01002392,240,"5,308",-0.80,93,85,13,0,69,0.1,0.03,,
S01002393,240,"4,862",-0.61,106,40,33,23,75,0.1,0.06,,
S01002394,240,"4,135",-0.33,94,100,42,73,76,0.1,0.07,,
S01002395,240,"5,154",-0.73,84,50,20,0,76,0.1,0.03,,
S01002396,240,"3,153",0.03,109,80,68,0,107,0.1,0,,
S01002397,240,"5,205",-0.75,76,85,39,0,66,0.1,0.05,,
S01002398,240,"5,917",-1.15,48,45,28,0,62,0.1,0,,
S01002399,240,"3,298",-0.02,83,135,40,26,93,0.12,0.04,,
S01002400,240,"6,075",-1.26,49,45,10,0,63,0.1,0,,
S01002401,240,"6,396",-1.68,68,20,0,0,55,0.12,0.03,,
S01002402,240,"1,390",0.71,100,130,66,64,142,0.12,0.08,,
S01002403,240,"2,590",0.23,64,105,34,86,120,0.12,0.08,,
S01002404,240,"4,271",-0.38,141,95,19,22,77,0.1,0.07,,
S01002405,240,"5,800",-1.07,88,25,24,0,66,0.1,0,,
S01002406,240,"1,353",0.72,226,160,135,90,116,0.1,0.03,,
S01002407,240,"2,124",0.41,102,75,32,31,135,0.13,0.15,,
S01002408,240,"3,098",0.04,84,155,47,0,101,0.1,0.04,,
S01002409,240,"4,804",-0.58,146,75,33,0,70,0.1,0,,
S01002410,240,"6,306",-1.53,67,20,6,0,55,0.12,0.11,,
S01002411,240,"4,426",-0.44,70,155,17,16,77,0.1,0.05,,
S01002412,240,"4,758",-0.57,85,65,23,0,81,0.1,0.02,,
S01002413,240,"4,428",-0.44,79,45,41,0,89,0.1,0.06,,
S01002414,240,"2,264",0.35,129,130,92,40,110,0.1,0,,
S01002415,240,"3,015",0.07,71,105,70,32,107,0.1,0,,
S01002416,240,"5,799",-1.07,60,45,23,0,63,0.1,0.07,,
S01002417,240,"3,926",-0.26,115,70,74,0,84,0.1,0.04,,
S01002418,240,"3,271",-0.02,101,120,65,53,89,0.11,0,,
S01002419,240,"5,905",-1.14,63,15,17,0,68,0.12,0.08,,
S01002420,240,"3,923",-0.26,243,125,29,0,74,0.1,0.05,,
S01002421,240,"6,204",-1.38,40,55,10,33,54,0.11,0.05,,
S01002422,240,"5,569",-0.93,66,35,5,50,74,0.12,0,,
S01002423,240,"3,857",-0.24,86,150,38,0,82,0.12,0,,
S01002424,240,"4,534",-0.48,81,100,35,24,71,0.13,0.04,,
S01002425,240,"2,883",0.12,82,110,119,0,102,0.1,0.11,,
S01002426,240,"2,697",0.19,100,135,84,0,103,0.12,0.04,,
S01002427,240,"5,294",-0.79,84,85,12,0,69,0.11,0.07,,
S01002428,240,"3,683",-0.18,99,85,52,0,94,0.1,0,,
S01002429,240,"1,477",0.67,127,255,82,116,112,0.12,0,,
S01002430,240,"5,282",-0.78,103,55,26,77,63,0.12,0,,
S01002431,240,"3,577",-0.13,78,145,49,24,87,0.1,0.03,,
S01002432,240,"5,325",-0.81,72,85,17,13,66,0.11,0.05,,
S01002433,240,"3,527",-0.11,84,70,81,119,88,0.12,0,,
S01002434,240,"3,215",0.00,124,150,31,29,91,0.11,0,,
S01002435,240,"3,016",0.07,91,85,80,26,96,0.13,0.11,,
S01002436,240,"1,713",0.57,120,175,82,0,122,0.13,0.06,,
S01002437,240,"3,942",-0.27,45,80,38,92,92,0.12,0,,
S01002438,240,"2,705",0.19,144,110,127,31,89,0.13,0.03,,
S01002439,240,"2,343",0.32,118,105,100,36,106,0.12,0.1,,
S01002440,240,"2,931",0.10,114,110,42,27,101,0.12,0.04,,
S01002441,240,"5,408",-0.85,91,35,30,0,68,0.13,0,,
S01002442,240,"3,842",-0.24,81,60,82,32,86,0.12,0,,
S01002443,240,"2,316",0.33,84,125,110,38,110,0.12,0.04,,
S01002444,240,"1,195",0.79,98,120,105,44,145,0.13,0.1,,
S01002445,240,"2,183",0.38,126,135,35,25,118,0.13,0.06,,
S01002446,240,"4,376",-0.42,142,100,26,28,70,0.12,0.05,,
S01002447,240,"2,410",0.30,67,90,91,33,118,0.13,0.08,,
S01002448,240,"2,571",0.23,77,95,68,131,111,0.13,0,,
S01002449,240,"5,743",-1.03,67,40,18,0,66,0.1,0.07,,
S01002450,240,"1,815",0.52,121,160,87,107,110,0.13,0.04,,
S01002451,240,"3,810",-0.23,66,120,24,37,87,0.12,0.08,,
S01002452,240,"3,069",0.05,125,70,25,193,99,0.12,0.12,,
S01002453,240,"5,002",-0.66,67,60,25,0,77,0.12,0,,
S01002454,240,"4,030",-0.29,69,50,69,34,86,0.12,0.07,,
S01002455,240,"4,967",-0.65,61,65,49,0,73,0.12,0,,
S01002456,240,"2,715",0.18,161,215,60,28,84,0.1,0.08,,
S01002457,240,"2,562",0.24,91,100,64,168,107,0.13,0,,
S01002458,240,"2,382",0.31,93,145,44,179,104,0.13,0.1,,
S01002459,240,"1,226",0.78,144,95,161,212,128,0.12,0.13,,
S01002460,240,968,0.92,133,170,74,407,137,0.13,0.02,,
S01002461,240,"6,413",-1.75,32,10,14,0,53,0.11,0.09,,
S01002462,240,"2,471",0.27,69,110,99,161,106,0.13,0.03,,
S01002463,240,"2,588",0.23,152,135,64,0,103,0.12,0,,
S01002464,240,"3,278",-0.02,69,90,64,0,102,0.12,0.11,,
S01002465,240,"5,933",-1.17,81,40,21,0,60,0.1,0,,
S01002466,240,"3,441",-0.08,121,120,37,74,85,0.12,0,,
S01002467,240,"2,873",0.12,124,80,86,53,93,0.13,0.08,,
S01002468,240,"1,895",0.50,205,135,99,80,99,0.13,0.11,,
S01002469,240,"3,339",-0.04,110,95,41,0,97,0.11,0.12,,
S01002470,240,"3,442",-0.08,107,125,53,0,91,0.1,0.04,,
S01002471,240,"3,486",-0.10,115,85,65,0,90,0.12,0.04,,
S01002472,240,"1,664",0.59,83,80,192,175,127,0.12,0.05,,
S01002473,240,"1,983",0.46,103,125,151,62,109,0.12,0.08,,
S01002474,240,"2,591",0.23,107,85,89,107,104,0.12,0.04,,
S01002475,240,"3,408",-0.07,118,70,61,0,95,0.12,0.06,,
S01002476,240,"4,358",-0.42,55,40,53,69,84,0.12,0.09,,
S01002477,240,"3,218",0.00,84,115,72,0,95,0.12,0.07,,
S01002478,240,"3,592",-0.14,90,120,35,0,91,0.1,0.18,,
S01002479,240,"2,338",0.32,117,115,99,54,103,0.13,0.05,,
S01002480,240,"2,617",0.22,133,95,86,0,106,0.12,0.06,,
S01002481,240,"3,529",-0.11,95,135,33,55,88,0.1,0.03,,
S01002482,240,"1,908",0.49,61,170,119,246,113,0.12,0.02,,
S01002483,240,692,1.08,151,125,229,285,140,0.12,0.13,,
S01002484,240,"2,331",0.33,151,125,84,141,97,0.12,0.02,,
S01002485,240,"5,108",-0.71,86,65,34,0,70,0.11,0,,
S01002486,240,"2,796",0.15,102,85,106,282,95,0.11,0,,
S01002487,240,"1,411",0.70,112,100,40,52,150,0.13,0.1,,
S01002488,240,"1,882",0.50,161,120,115,128,105,0.13,0.05,,
S01002489,240,"2,948",0.09,88,110,112,105,85,0.13,0.16,,
S01002490,240,"2,600",0.22,111,105,59,168,101,0.12,0.05,,
S01002491,240,"2,689",0.19,101,95,75,65,99,0.12,0.2,,
S01002492,240,"5,240",-0.77,55,75,19,26,70,0.11,0.06,,
S01002493,240,"2,536",0.25,114,105,66,50,105,0.12,0.08,,
S01002494,240,"5,466",-0.88,38,45,29,79,68,0.1,0.11,,
S01002495,240,"1,632",0.60,147,105,169,0,128,0.12,0,,
S01002496,240,"2,519",0.25,216,115,44,23,97,0.13,0.07,,
S01002497,240,"1,915",0.49,54,175,210,206,102,0.13,0.08,,
S01002498,240,"6,336",-1.56,74,30,9,0,51,0.1,0.11,,
